,area,area_title,occ_code,occ_title,o_group,tot_emp_20,jobs_1000_20,h_mean_20,a_mean_20,tot_emp_21,jobs_1000_21,h_mean_21,a_mean_21,tot_emp_22,jobs_1000_22,h_mean_22,a_mean_22,tot_emp_23,jobs_1000_23,h_mean_23,a_mean_23,tot_emp_24,jobs_1000_24,h_mean_24,a_mean_24
256,38.0,North Dakota,15-2031,Operations Research Analysts,detailed,120.0,0.297,38.69,80470.0,160.0,0.397,39.88,82940.0,170.0,0.413,42.65,88710.0,160.0,0.394,42.29,87970.0,140.0,0.325,39.16,81460.0
257,38.0,North Dakota,15-2041,Statisticians,detailed,70.0,0.178,34.35,71450.0,60.0,0.15,35.51,73860.0,50.0,0.127,35.21,73230.0,50.0,0.12,36.38,75670.0,40.0,0.095,39.22,81580.0
258,38.0,North Dakota,15-2051,Data Scientists,detailed,,,,,30.0,0.077,45.31,94230.0,150.0,0.361,44.87,93340.0,240.0,0.567,49.24,102410.0,320.0,0.747,45.25,94130.0
259,39.0,Ohio,15-1211,Computer Systems Analysts,detailed,22960.0,4.468,43.3,90070.0,22420.0,4.311,45.47,94580.0,20170.0,3.753,48.48,100830.0,16530.0,3.023,47.72,99260.0,15490.0,2.802,49.37,102700.0
260,39.0,Ohio,15-1221,Computer and Information Research Scientists,detailed,580.0,0.113,54.1,112530.0,250.0,0.049,56.6,117720.0,170.0,0.031,57.49,119580.0,170.0,0.031,57.47,119540.0,270.0,0.048,62.95,130930.0
261,39.0,Ohio,15-1242,Database Administrators,detailed,,,,,2700.0,0.52,42.83,89080.0,2130.0,0.396,43.85,91200.0,1930.0,0.352,45.61,94860.0,1770.0,0.319,46.35,96400.0
262,39.0,Ohio,15-1243,Database Architects,detailed,,,,,1490.0,0.286,49.94,103880.0,1260.0,0.235,55.7,115860.0,1880.0,0.343,58.47,121620.0,2230.0,0.403,64.02,133170.0
263,39.0,Ohio,15-2031,Operations Research Analysts,detailed,4830.0,0.941,42.99,89430.0,4210.0,0.809,43.76,91020.0,3880.0,0.722,44.95,93490.0,3440.0,0.629,44.83,93250.0,2970.0,0.538,48.64,101160.0
264,39.0,Ohio,15-2041,Statisticians,detailed,970.0,0.189,42.25,87890.0,600.0,0.116,37.51,78020.0,430.0,0.08,40.77,84800.0,350.0,0.064,42.5,88410.0,360.0,0.065,43.8,91090.0
265,39.0,Ohio,15-2051,Data Scientists,detailed,,,,,3320.0,0.639,42.22,87820.0,3650.0,0.68,44.27,92080.0,4660.0,0.852,46.89,97530.0,5510.0,0.996,48.2,100260.0
266,39.0,Ohio,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,90.0,0.017,48.51,100910.0,50.0,0.009,55.48,115400.0,30.0,0.006,,,,,,
267,40.0,Oklahoma,15-1211,Computer Systems Analysts,detailed,3330.0,2.133,40.85,84970.0,3200.0,2.055,42.56,88530.0,3370.0,2.102,43.18,89800.0,3320.0,1.997,49.74,103460.0,3100.0,1.835,50.42,104880.0
268,40.0,Oklahoma,15-1221,Computer and Information Research Scientists,detailed,,,,,370.0,0.238,41.21,85710.0,440.0,0.276,45.23,94080.0,490.0,0.296,45.88,95430.0,590.0,0.348,47.12,98010.0
269,40.0,Oklahoma,15-1242,Database Administrators,detailed,,,,,1190.0,0.767,35.67,74200.0,1100.0,0.686,38.07,79190.0,780.0,0.468,41.13,85550.0,660.0,0.391,42.03,87430.0
270,40.0,Oklahoma,15-1243,Database Architects,detailed,,,,,380.0,0.242,49.41,102780.0,460.0,0.285,57.84,120310.0,420.0,0.254,57.66,119940.0,730.0,0.432,64.36,133880.0
271,40.0,Oklahoma,15-2031,Operations Research Analysts,detailed,640.0,0.412,36.92,76790.0,400.0,0.254,45.98,95630.0,450.0,0.279,43.82,91140.0,1520.0,0.91,30.66,63760.0,1510.0,0.892,30.67,63790.0
272,40.0,Oklahoma,15-2041,Statisticians,detailed,270.0,0.17,31.95,66450.0,240.0,0.151,27.74,57690.0,130.0,0.081,28.79,59870.0,,,40.39,84000.0,40.0,0.023,45.44,94520.0
273,40.0,Oklahoma,15-2051,Data Scientists,detailed,,,,,1140.0,0.729,38.48,80040.0,1740.0,1.087,42.21,87810.0,2130.0,1.281,44.72,93020.0,2160.0,1.276,43.24,89940.0
274,40.0,Oklahoma,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,40.0,0.023,,,,,,,,,,,,,,
275,41.0,Oregon,15-1211,Computer Systems Analysts,detailed,6180.0,3.417,47.97,99770.0,7030.0,3.85,51.6,107320.0,5870.0,3.095,54.64,113640.0,4760.0,2.449,56.93,118410.0,5030.0,2.558,58.11,120860.0
276,41.0,Oregon,15-1221,Computer and Information Research Scientists,detailed,220.0,0.12,66.23,137760.0,560.0,0.308,80.02,166450.0,540.0,0.283,91.3,189910.0,790.0,0.408,85.96,178790.0,660.0,0.337,101.45,211010.0
277,41.0,Oregon,15-1242,Database Administrators,detailed,,,,,780.0,0.428,47.11,97980.0,760.0,0.4,47.97,99770.0,910.0,0.468,49.55,103070.0,930.0,0.473,50.5,105050.0
278,41.0,Oregon,15-1243,Database Architects,detailed,,,,,520.0,0.285,57.25,119070.0,560.0,0.295,60.19,125200.0,540.0,0.279,63.68,132460.0,710.0,0.361,70.93,147530.0
279,41.0,Oregon,15-2031,Operations Research Analysts,detailed,1230.0,0.678,42.77,88960.0,1480.0,0.813,42.38,88150.0,1530.0,0.806,44.62,92820.0,1850.0,0.952,47.64,99080.0,2590.0,1.32,48.87,101650.0
280,41.0,Oregon,15-2041,Statisticians,detailed,670.0,0.369,38.12,79290.0,550.0,0.302,40.66,84570.0,560.0,0.294,40.96,85190.0,600.0,0.309,42.14,87650.0,610.0,0.309,45.63,94920.0
281,41.0,Oregon,15-2051,Data Scientists,detailed,,,,,1280.0,0.7,53.48,111240.0,1610.0,0.848,53.41,111090.0,2640.0,1.36,59.85,124480.0,2650.0,1.349,59.65,124060.0
282,42.0,Pennsylvania,15-1211,Computer Systems Analysts,detailed,20170.0,3.659,46.18,96050.0,17660.0,3.163,46.06,95800.0,20080.0,3.456,46.03,95740.0,19630.0,3.3,44.73,93040.0,15400.0,2.561,47.88,99590.0
283,42.0,Pennsylvania,15-1221,Computer and Information Research Scientists,detailed,390.0,0.071,53.07,110380.0,680.0,0.121,59.95,124700.0,460.0,0.08,70.13,145870.0,460.0,0.077,70.95,147580.0,400.0,0.067,61.92,128790.0
284,42.0,Pennsylvania,15-1242,Database Administrators,detailed,,,,,4070.0,0.729,39.42,82000.0,2660.0,0.457,43.07,89590.0,2820.0,0.474,48.15,100160.0,5000.0,0.831,50.53,105100.0
285,42.0,Pennsylvania,15-1243,Database Architects,detailed,,,,,2530.0,0.454,51.19,106480.0,2940.0,0.506,57.78,120180.0,2290.0,0.386,58.63,121960.0,2240.0,0.372,62.56,130130.0
286,42.0,Pennsylvania,15-2031,Operations Research Analysts,detailed,3260.0,0.592,41.86,87060.0,3240.0,0.58,39.15,81420.0,2320.0,0.4,38.11,79260.0,2420.0,0.406,39.48,82110.0,3030.0,0.504,41.1,85490.0
287,42.0,Pennsylvania,15-2041,Statisticians,detailed,2720.0,0.494,44.55,92670.0,1730.0,0.31,41.03,85340.0,1920.0,0.33,43.05,89540.0,2350.0,0.394,46.54,96810.0,2190.0,0.364,47.61,99020.0
288,42.0,Pennsylvania,15-2051,Data Scientists,detailed,,,,,4310.0,0.772,44.6,92760.0,6370.0,1.097,46.12,95940.0,7490.0,1.259,49.22,102370.0,10430.0,1.734,51.66,107450.0
289,42.0,Pennsylvania,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,,,,,,,,,50.0,0.009,,,60.0,0.009,30.75,63970.0
290,44.0,Rhode Island,15-1211,Computer Systems Analysts,detailed,2120.0,4.781,47.6,99010.0,2110.0,4.607,51.72,107570.0,2040.0,4.261,50.32,104660.0,1590.0,3.258,54.56,113490.0,1560.0,3.157,57.83,120290.0
291,44.0,Rhode Island,15-1221,Computer and Information Research Scientists,detailed,440.0,1.004,53.33,110930.0,430.0,0.948,53.97,112250.0,450.0,0.949,55.86,116180.0,460.0,0.935,57.52,119640.0,490.0,0.983,59.7,124170.0
292,44.0,Rhode Island,15-1242,Database Administrators,detailed,,,,,320.0,0.709,51.46,107040.0,280.0,0.583,55.45,115340.0,280.0,0.568,51.76,107670.0,320.0,0.645,50.05,104100.0
293,44.0,Rhode Island,15-1243,Database Architects,detailed,,,,,,,,,40.0,0.085,60.77,126390.0,100.0,0.202,56.98,118510.0,190.0,0.389,71.8,149350.0
294,44.0,Rhode Island,15-2031,Operations Research Analysts,detailed,390.0,0.877,43.57,90620.0,360.0,0.785,,,170.0,0.355,39.23,81610.0,220.0,0.451,37.38,77740.0,270.0,0.538,52.68,109570.0
295,44.0,Rhode Island,15-2041,Statisticians,detailed,30.0,0.072,48.68,101250.0,,,,,,,,,40.0,0.085,43.81,91120.0,50.0,0.092,44.06,91650.0
296,44.0,Rhode Island,15-2051,Data Scientists,detailed,,,,,410.0,0.888,49.98,103950.0,620.0,1.286,56.53,117570.0,900.0,1.848,61.24,127380.0,1190.0,2.412,57.41,119400.0
297,45.0,South Carolina,15-1211,Computer Systems Analysts,detailed,8390.0,4.164,40.12,83450.0,8300.0,4.016,40.67,84600.0,8340.0,3.876,45.44,94520.0,7720.0,3.474,49.17,102270.0,7290.0,3.21,47.4,98600.0
298,45.0,South Carolina,15-1221,Computer and Information Research Scientists,detailed,430.0,0.215,49.16,102260.0,430.0,0.206,51.18,106440.0,430.0,0.202,52.39,108960.0,470.0,0.209,53.53,111350.0,440.0,0.196,56.79,118120.0
299,45.0,South Carolina,15-1242,Database Administrators,detailed,,,,,610.0,0.297,39.99,83180.0,750.0,0.348,44.57,92710.0,790.0,0.357,48.76,101420.0,660.0,0.293,48.02,99890.0
300,45.0,South Carolina,15-1243,Database Architects,detailed,,,,,380.0,0.181,48.64,101170.0,540.0,0.249,55.79,116040.0,850.0,0.384,60.74,126340.0,730.0,0.322,61.7,128340.0
301,45.0,South Carolina,15-2031,Operations Research Analysts,detailed,900.0,0.444,41.11,85500.0,630.0,0.307,41.36,86020.0,870.0,0.405,40.09,83380.0,960.0,0.431,41.57,86460.0,1210.0,0.532,39.48,82120.0
302,45.0,South Carolina,15-2041,Statisticians,detailed,310.0,0.153,34.51,71780.0,240.0,0.116,32.87,68370.0,270.0,0.127,35.29,73390.0,230.0,0.104,37.13,77230.0,310.0,0.137,33.73,70160.0
303,45.0,South Carolina,15-2051,Data Scientists,detailed,,,,,600.0,0.289,48.37,100620.0,1180.0,0.548,48.34,100550.0,2090.0,0.942,48.46,100790.0,2810.0,1.239,46.62,96970.0
304,45.0,South Carolina,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,,,,,,,,,,,26.76,55650.0,,,25.4,52820.0
305,46.0,South Dakota,15-1211,Computer Systems Analysts,detailed,850.0,2.066,37.87,78780.0,820.0,1.935,38.48,80050.0,890.0,2.042,43.59,90660.0,1010.0,2.27,47.77,99350.0,1050.0,2.322,49.06,102040.0
306,46.0,South Dakota,15-1242,Database Administrators,detailed,,,,,130.0,0.308,40.04,83280.0,150.0,0.352,38.84,80780.0,150.0,0.347,40.05,83290.0,150.0,0.325,42.12,87610.0
307,46.0,South Dakota,15-1243,Database Architects,detailed,,,,,,,,,,,,,50.0,0.121,55.87,116210.0,60.0,0.122,58.28,121220.0
308,46.0,South Dakota,15-2051,Data Scientists,detailed,,,,,70.0,0.164,42.1,87560.0,110.0,0.264,52.13,108430.0,150.0,0.328,47.09,97940.0,270.0,0.586,44.45,92460.0
309,47.0,Tennessee,15-1211,Computer Systems Analysts,detailed,9860.0,3.395,40.14,83500.0,7460.0,2.496,44.26,92070.0,8450.0,2.708,45.53,94700.0,8460.0,2.629,47.42,98630.0,9820.0,3.0,43.25,89960.0
310,47.0,Tennessee,15-1221,Computer and Information Research Scientists,detailed,270.0,0.092,51.13,106350.0,70.0,0.023,45.91,95500.0,,,64.19,133520.0,70.0,0.022,69.86,145310.0,,,49.85,103690.0
311,47.0,Tennessee,15-1242,Database Administrators,detailed,,,,,1520.0,0.509,42.24,87850.0,1630.0,0.523,50.92,105920.0,1650.0,0.512,50.24,104490.0,1440.0,0.438,48.39,100650.0
312,47.0,Tennessee,15-1243,Database Architects,detailed,,,,,420.0,0.142,55.06,114520.0,320.0,0.103,54.87,114130.0,560.0,0.174,57.47,119530.0,680.0,0.208,60.5,125840.0
313,47.0,Tennessee,15-2031,Operations Research Analysts,detailed,1370.0,0.472,30.63,63710.0,1410.0,0.472,29.42,61190.0,1340.0,0.43,33.66,70010.0,1500.0,0.466,38.13,79310.0,1240.0,0.378,39.91,83020.0
314,47.0,Tennessee,15-2041,Statisticians,detailed,,,37.73,78470.0,540.0,0.182,41.48,86270.0,1080.0,0.346,41.63,86590.0,920.0,0.286,43.09,89630.0,800.0,0.243,44.45,92460.0
315,47.0,Tennessee,15-2051,Data Scientists,detailed,,,,,980.0,0.327,43.62,90720.0,1210.0,0.389,53.88,112070.0,2090.0,0.648,46.97,97710.0,2550.0,0.778,55.21,114830.0
316,47.0,Tennessee,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,,,,,30.0,0.01,36.96,76880.0,,,31.25,64990.0,,,30.82,64100.0
317,48.0,Texas,15-1211,Computer Systems Analysts,detailed,54770.0,4.525,50.33,104690.0,52790.0,4.317,50.54,105130.0,50320.0,3.873,51.31,106720.0,50680.0,3.738,55.41,115240.0,48150.0,3.477,54.98,114350.0
318,48.0,Texas,15-1221,Computer and Information Research Scientists,detailed,1270.0,0.105,60.72,126290.0,2000.0,0.164,70.28,146180.0,2280.0,0.175,68.62,142740.0,1580.0,0.116,66.99,139340.0,2800.0,0.203,55.71,115880.0
319,48.0,Texas,15-1242,Database Administrators,detailed,,,,,7070.0,0.579,47.56,98910.0,6710.0,0.516,49.96,103910.0,6900.0,0.509,48.31,100490.0,6110.0,0.441,52.56,109330.0
320,48.0,Texas,15-1243,Database Architects,detailed,,,,,4100.0,0.335,61.02,126920.0,7140.0,0.549,70.66,146970.0,5900.0,0.435,67.1,139570.0,6330.0,0.457,65.83,136930.0
321,48.0,Texas,15-2031,Operations Research Analysts,detailed,8880.0,0.734,41.87,87090.0,,,,,12570.0,0.968,50.6,105240.0,11690.0,0.862,46.3,96300.0,12240.0,0.884,48.6,101100.0
322,48.0,Texas,15-2041,Statisticians,detailed,1930.0,0.16,41.95,87250.0,1030.0,0.084,43.25,89960.0,990.0,0.076,42.61,88630.0,1220.0,0.09,49.68,103330.0,1210.0,0.088,53.32,110910.0
323,48.0,Texas,15-2051,Data Scientists,detailed,,,,,5850.0,0.479,54.98,114360.0,13780.0,1.061,49.15,102230.0,20560.0,1.517,52.4,109000.0,23420.0,1.691,55.19,114800.0
324,48.0,Texas,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,40.0,0.003,22.67,47150.0,50.0,0.004,31.39,65290.0,50.0,0.004,27.45,57100.0,70.0,0.005,45.16,93940.0
325,49.0,Utah,15-1211,Computer Systems Analysts,detailed,3490.0,2.347,37.57,78140.0,2200.0,1.412,,,2840.0,1.746,48.54,100970.0,2960.0,1.766,46.64,97020.0,2810.0,1.641,46.34,96380.0
326,49.0,Utah,15-1221,Computer and Information Research Scientists,detailed,760.0,0.51,43.6,90690.0,780.0,0.501,43.67,90830.0,690.0,0.422,47.29,98360.0,810.0,0.485,47.62,99050.0,870.0,0.511,49.81,103600.0
327,49.0,Utah,15-1242,Database Administrators,detailed,,,,,1400.0,0.901,43.68,90850.0,960.0,0.589,45.48,94610.0,650.0,0.388,46.97,97700.0,800.0,0.468,50.51,105050.0
328,49.0,Utah,15-1243,Database Architects,detailed,,,,,450.0,0.29,50.62,105290.0,,,70.08,145760.0,2090.0,1.244,69.9,145400.0,630.0,0.369,64.65,134470.0
329,49.0,Utah,15-2031,Operations Research Analysts,detailed,1640.0,1.098,35.53,73910.0,1010.0,0.648,36.83,76610.0,1340.0,0.825,36.64,76210.0,1200.0,0.714,39.24,81620.0,1090.0,0.636,40.79,84840.0
330,49.0,Utah,15-2041,Statisticians,detailed,510.0,0.34,35.46,73750.0,330.0,0.213,37.67,78360.0,330.0,0.205,39.43,82010.0,300.0,0.178,42.53,88450.0,,,46.19,96070.0
331,49.0,Utah,15-2051,Data Scientists,detailed,,,,,1790.0,1.154,38.38,79830.0,3070.0,1.886,42.63,88660.0,3530.0,2.105,48.93,101780.0,4830.0,2.827,57.52,119640.0
332,49.0,Utah,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,60.0,0.036,23.18,48200.0,50.0,0.033,22.52,46850.0,,,,,,,,
333,50.0,Vermont,15-1211,Computer Systems Analysts,detailed,600.0,2.142,41.82,86980.0,710.0,2.515,45.69,95020.0,510.0,1.728,46.43,96580.0,,,,,590.0,1.924,50.21,104440.0
334,50.0,Vermont,15-1242,Database Administrators,detailed,,,,,160.0,0.572,38.64,80360.0,,,,,120.0,0.4,47.8,99430.0,120.0,0.407,48.07,99980.0
335,50.0,Vermont,15-1243,Database Architects,detailed,,,,,,,,,80.0,0.257,58.49,121650.0,70.0,0.23,73.34,152540.0,50.0,0.15,,
336,50.0,Vermont,15-2031,Operations Research Analysts,detailed,160.0,0.574,38.36,79790.0,150.0,0.539,39.14,81420.0,160.0,0.535,37.53,78050.0,110.0,0.359,42.64,88690.0,120.0,0.392,50.02,104040.0
337,50.0,Vermont,15-2041,Statisticians,detailed,100.0,0.343,38.86,80840.0,140.0,0.504,45.48,94590.0,120.0,0.425,39.07,81270.0,120.0,0.387,35.75,74360.0,120.0,0.392,38.2,79450.0
338,50.0,Vermont,15-2051,Data Scientists,detailed,,,,,150.0,0.535,55.88,116220.0,150.0,0.513,,,220.0,0.735,59.82,124430.0,210.0,0.698,57.51,119630.0
339,51.0,Virginia,15-1211,Computer Systems Analysts,detailed,23230.0,6.277,54.49,113340.0,23450.0,6.247,52.92,110070.0,24080.0,6.216,54.83,114050.0,23830.0,5.985,55.68,115820.0,22730.0,5.592,58.11,120880.0
340,51.0,Virginia,15-1221,Computer and Information Research Scientists,detailed,3430.0,0.928,70.59,146830.0,2510.0,0.668,62.35,129680.0,2550.0,0.659,68.02,141490.0,2340.0,0.587,70.13,145860.0,3150.0,0.774,76.68,159480.0
341,51.0,Virginia,15-1242,Database Administrators,detailed,,,,,5230.0,1.393,48.52,100930.0,5650.0,1.458,49.66,103300.0,4780.0,1.202,52.78,109790.0,4210.0,1.035,54.71,113810.0
342,51.0,Virginia,15-1243,Database Architects,detailed,,,,,4340.0,1.156,54.76,113900.0,6860.0,1.771,,,4680.0,1.177,68.89,143300.0,7140.0,1.755,,
343,51.0,Virginia,15-2031,Operations Research Analysts,detailed,7350.0,1.986,51.97,108090.0,6720.0,1.791,56.48,117480.0,6890.0,1.78,58.39,121460.0,7720.0,1.94,58.23,121120.0,6320.0,1.554,58.98,122680.0
344,51.0,Virginia,15-2041,Statisticians,detailed,1230.0,0.333,,,910.0,0.241,46.31,96330.0,980.0,0.252,47.56,98930.0,1090.0,0.274,52.87,109980.0,800.0,0.197,53.73,111760.0
345,51.0,Virginia,15-2051,Data Scientists,detailed,,,,,3650.0,0.974,55.59,115630.0,4500.0,1.163,64.42,133990.0,4810.0,1.209,66.87,139080.0,6200.0,1.525,63.57,132230.0
346,51.0,Virginia,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,440.0,0.116,59.69,124150.0,340.0,0.088,58.89,122500.0,240.0,0.061,33.62,69920.0,270.0,0.066,36.68,76290.0
347,53.0,Washington,15-1211,Computer Systems Analysts,detailed,19300.0,6.039,52.6,109400.0,14320.0,4.466,53.87,112050.0,16810.0,4.937,61.22,127330.0,20060.0,5.738,63.83,132760.0,18230.0,5.149,64.29,133710.0
348,53.0,Washington,15-1221,Computer and Information Research Scientists,detailed,2190.0,0.685,68.76,143010.0,2360.0,0.735,65.75,136770.0,1180.0,0.347,87.89,182800.0,2940.0,0.841,97.55,202910.0,2590.0,0.731,98.22,204290.0
349,53.0,Washington,15-1242,Database Administrators,detailed,,,,,2310.0,0.721,52.64,109490.0,1840.0,0.54,52.69,109590.0,2050.0,0.586,56.11,116710.0,2190.0,0.618,56.73,118000.0
350,53.0,Washington,15-1243,Database Architects,detailed,,,,,1860.0,0.58,72.32,150430.0,3220.0,0.946,76.76,159650.0,3080.0,0.882,74.25,154430.0,2490.0,0.702,70.93,147540.0
351,53.0,Washington,15-2031,Operations Research Analysts,detailed,2520.0,0.79,47.48,98760.0,1830.0,0.571,47.33,98440.0,2660.0,0.781,43.93,91380.0,2950.0,0.843,49.44,102840.0,2850.0,0.804,50.81,105680.0
352,53.0,Washington,15-2041,Statisticians,detailed,1350.0,0.422,49.77,103520.0,1460.0,0.455,47.8,99430.0,1410.0,0.415,52.68,109570.0,2820.0,0.806,56.07,116630.0,2520.0,0.711,53.85,112000.0
353,53.0,Washington,15-2051,Data Scientists,detailed,,,,,2460.0,0.768,64.38,133900.0,4160.0,1.221,67.68,140780.0,5640.0,1.613,71.5,148730.0,7930.0,2.24,78.24,162730.0
354,53.0,Washington,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,,,34.25,71250.0,600.0,0.176,33.37,69410.0,370.0,0.105,34.02,70760.0,440.0,0.125,35.29,73400.0
355,54.0,West Virginia,15-1211,Computer Systems Analysts,detailed,1200.0,1.839,39.25,81640.0,730.0,1.11,38.24,79550.0,730.0,1.07,39.36,81870.0,1190.0,1.723,46.84,97420.0,1300.0,1.857,47.67,99150.0
356,54.0,West Virginia,15-1221,Computer and Information Research Scientists,detailed,80.0,0.128,37.25,77480.0,,,,,50.0,0.071,,,50.0,0.068,86.99,180940.0,50.0,0.07,89.91,187000.0
357,54.0,West Virginia,15-1242,Database Administrators,detailed,,,,,290.0,0.448,33.71,70110.0,300.0,0.444,33.74,70180.0,230.0,0.327,35.85,74570.0,230.0,0.328,35.35,73530.0
358,54.0,West Virginia,15-1243,Database Architects,detailed,,,,,60.0,0.092,45.7,95060.0,100.0,0.143,60.63,126100.0,90.0,0.126,49.78,103550.0,270.0,0.388,63.79,132690.0
359,54.0,West Virginia,15-2031,Operations Research Analysts,detailed,390.0,0.603,31.5,65520.0,330.0,0.502,27.41,57010.0,190.0,0.28,31.91,66380.0,230.0,0.34,34.03,70770.0,220.0,0.32,36.31,75510.0
360,54.0,West Virginia,15-2041,Statisticians,detailed,130.0,0.195,36.56,76050.0,160.0,0.238,29.06,60440.0,110.0,0.157,31.38,65270.0,80.0,0.111,37.06,77080.0,90.0,0.128,40.6,84450.0
361,54.0,West Virginia,15-2051,Data Scientists,detailed,,,,,90.0,0.142,30.94,64360.0,70.0,0.106,34.88,72550.0,180.0,0.266,45.35,94330.0,220.0,0.32,49.41,102770.0
362,55.0,Wisconsin,15-1211,Computer Systems Analysts,detailed,11680.0,4.308,40.83,84930.0,10740.0,3.898,46.31,96330.0,10870.0,3.858,49.69,103340.0,8460.0,2.932,46.26,96220.0,7710.0,2.636,47.83,99490.0
363,55.0,Wisconsin,15-1221,Computer and Information Research Scientists,detailed,,,48.19,100230.0,110.0,0.039,49.8,103570.0,90.0,0.033,62.79,130610.0,40.0,0.015,62.89,130800.0,30.0,0.012,82.28,171150.0
364,55.0,Wisconsin,15-1242,Database Administrators,detailed,,,,,1380.0,0.501,41.9,87160.0,1120.0,0.398,44.99,93590.0,1110.0,0.386,46.08,95840.0,1380.0,0.473,50.26,104550.0
365,55.0,Wisconsin,15-1243,Database Architects,detailed,,,,,730.0,0.265,50.91,105890.0,610.0,0.216,58.54,121770.0,410.0,0.143,62.59,130180.0,360.0,0.123,67.68,140770.0
366,55.0,Wisconsin,15-2031,Operations Research Analysts,detailed,1900.0,0.702,39.9,82980.0,1670.0,0.607,43.7,90900.0,2770.0,0.982,41.97,87290.0,3570.0,1.238,39.3,81750.0,4080.0,1.395,37.92,78880.0
367,55.0,Wisconsin,15-2041,Statisticians,detailed,540.0,0.199,33.67,70040.0,580.0,0.21,31.32,65140.0,290.0,0.104,42.54,88480.0,230.0,0.081,44.26,92070.0,250.0,0.087,46.25,96200.0
368,55.0,Wisconsin,15-2051,Data Scientists,detailed,,,,,1490.0,0.541,34.48,71710.0,2740.0,0.971,43.63,90760.0,3090.0,1.07,50.6,105250.0,3640.0,1.243,50.74,105540.0
369,56.0,Wyoming,15-1211,Computer Systems Analysts,detailed,250.0,0.968,31.81,66170.0,140.0,0.553,35.09,72990.0,160.0,0.596,34.64,72040.0,240.0,0.888,53.53,111340.0,320.0,1.165,45.94,95560.0
370,56.0,Wyoming,15-1242,Database Administrators,detailed,,,,,110.0,0.424,34.52,71800.0,110.0,0.415,35.3,73420.0,120.0,0.425,39.72,82620.0,100.0,0.376,35.24,73300.0
371,56.0,Wyoming,15-1243,Database Architects,detailed,,,,,110.0,0.411,26.28,54660.0,,,,,120.0,0.426,29.39,61130.0,130.0,0.45,33.12,68880.0
372,56.0,Wyoming,15-2041,Statisticians,detailed,40.0,0.15,,,30.0,0.126,55.73,115920.0,30.0,0.119,63.31,131680.0,40.0,0.129,51.48,107080.0,,,,
373,56.0,Wyoming,15-2051,Data Scientists,detailed,,,,,,,,,40.0,0.15,61.95,128860.0,,,60.25,125330.0,,,41.1,85480.0
374,66.0,Guam,15-1211,Computer Systems Analysts,detailed,80.0,1.231,24.61,51200.0,,,,,,,,,,,,,,,,
375,66.0,Guam,15-2031,Operations Research Analysts,detailed,,,,,,,,,30.0,0.52,19.4,40350.0,,,,,,,,
376,72.0,Puerto Rico,15-1211,Computer Systems Analysts,detailed,1220.0,1.487,26.1,54290.0,980.0,1.157,26.23,54560.0,1140.0,1.268,28.75,59810.0,1330.0,1.432,29.02,60360.0,1310.0,1.399,29.77,61920.0
377,72.0,Puerto Rico,15-1242,Database Administrators,detailed,,,,,280.0,0.335,23.24,48340.0,350.0,0.39,27.6,57410.0,290.0,0.317,27.32,56830.0,230.0,0.241,27.86,57950.0
378,72.0,Puerto Rico,15-1243,Database Architects,detailed,,,,,40.0,0.052,35.8,74470.0,70.0,0.073,33.66,70010.0,100.0,0.104,35.38,73590.0,80.0,0.088,37.58,78160.0
379,72.0,Puerto Rico,15-2031,Operations Research Analysts,detailed,40.0,0.044,34.74,72250.0,,,,,30.0,0.037,34.91,72620.0,,,29.89,62160.0,60.0,0.061,33.19,69040.0
380,72.0,Puerto Rico,15-2041,Statisticians,detailed,210.0,0.259,17.92,37260.0,300.0,0.356,19.54,40640.0,250.0,0.283,20.2,42020.0,240.0,0.255,20.98,43640.0,380.0,0.405,23.71,49310.0
381,72.0,Puerto Rico,15-2051,Data Scientists,detailed,,,,,,,,,70.0,0.081,31.21,64910.0,90.0,0.097,34.65,72070.0,120.0,0.122,34.79,72370.0
382,78.0,Virgin Islands,15-1211,Computer Systems Analysts,detailed,,,27.15,56470.0,40.0,1.212,29.46,61280.0,50.0,1.406,29.98,62370.0,40.0,1.208,29.96,62320.0,50.0,1.327,31.5,65530.0
