,area,area_title,occ_code,occ_title,o_group,tot_emp_20,jobs_1000_20,h_mean_20,a_mean_20,tot_emp_21,jobs_1000_21,h_mean_21,a_mean_21,tot_emp_22,jobs_1000_22,h_mean_22,a_mean_22,tot_emp_23,jobs_1000_23,h_mean_23,a_mean_23,tot_emp_24,jobs_1000_24,h_mean_24,a_mean_24
0,1.0,Alabama,15-1211,Computer Systems Analysts,detailed,4900.0,2.574,44.97,93530.0,4360.0,2.261,49.56,103080.0,4880.0,2.436,52.43,109060.0,5950.0,2.897,52.18,108520.0,6830.0,3.268,54.06,112430.0
1,1.0,Alabama,15-1221,Computer and Information Research Scientists,detailed,380.0,0.201,60.84,126550.0,210.0,0.108,56.92,118390.0,,,48.65,101190.0,480.0,0.235,50.66,105360.0,540.0,0.258,52.41,109020.0
2,1.0,Alabama,15-1242,Database Administrators,detailed,,,,,2210.0,1.149,39.78,82730.0,1740.0,0.868,41.87,87090.0,1550.0,0.756,43.03,89510.0,1990.0,0.953,44.68,92930.0
3,1.0,Alabama,15-1243,Database Architects,detailed,,,,,360.0,0.186,59.5,123770.0,310.0,0.156,57.5,119590.0,310.0,0.149,55.0,114400.0,310.0,0.147,56.5,117510.0
4,1.0,Alabama,15-2031,Operations Research Analysts,detailed,560.0,0.292,49.09,102100.0,550.0,0.285,50.53,105110.0,510.0,0.257,52.48,109160.0,570.0,0.28,54.04,112400.0,500.0,0.241,56.91,118370.0
5,1.0,Alabama,15-2041,Statisticians,detailed,210.0,0.11,31.73,65990.0,180.0,0.092,32.93,68500.0,180.0,0.09,36.17,75230.0,210.0,0.104,37.16,77300.0,200.0,0.095,36.96,76870.0
6,1.0,Alabama,15-2051,Data Scientists,detailed,,,,,520.0,0.271,40.61,84470.0,,,44.03,91570.0,1120.0,0.547,47.61,99040.0,1620.0,0.773,49.51,102970.0
7,1.0,Alabama,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,,,20.52,42690.0,40.0,0.018,23.79,49470.0,30.0,0.015,22.38,46540.0,,,,
8,2.0,Alaska,15-1211,Computer Systems Analysts,detailed,440.0,1.473,41.79,86930.0,270.0,0.926,45.73,95120.0,370.0,1.201,46.68,97090.0,430.0,1.382,42.41,88210.0,490.0,1.524,44.13,91780.0
9,2.0,Alaska,15-1242,Database Administrators,detailed,,,,,110.0,0.386,44.36,92280.0,110.0,0.347,44.25,92040.0,90.0,0.292,43.45,90370.0,90.0,0.268,46.44,96600.0
10,2.0,Alaska,15-1243,Database Architects,detailed,,,,,40.0,0.118,47.76,99330.0,50.0,0.16,52.35,108900.0,50.0,0.168,60.41,125650.0,40.0,0.129,53.64,111570.0
11,2.0,Alaska,15-2031,Operations Research Analysts,detailed,120.0,0.391,36.49,75900.0,110.0,0.384,40.02,83240.0,90.0,0.287,41.77,86890.0,90.0,0.277,46.83,97410.0,60.0,0.19,49.44,102840.0
12,2.0,Alaska,15-2041,Statisticians,detailed,70.0,0.25,43.89,91280.0,70.0,0.224,46.16,96010.0,50.0,0.163,49.69,103360.0,50.0,0.153,48.91,101730.0,60.0,0.178,43.51,90500.0
13,2.0,Alaska,15-2051,Data Scientists,detailed,,,,,120.0,0.41,50.55,105150.0,150.0,0.483,49.91,103810.0,200.0,0.638,44.09,91710.0,210.0,0.651,42.64,88690.0
14,2.0,Alaska,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,100.0,0.321,35.01,72830.0,90.0,0.284,35.11,73020.0,90.0,0.286,35.94,74760.0,,,37.02,77000.0
15,4.0,Arizona,15-1211,Computer Systems Analysts,detailed,11770.0,4.153,44.16,91840.0,11270.0,3.912,47.34,98470.0,14260.0,4.704,51.47,107070.0,11860.0,3.788,48.32,100510.0,10010.0,3.13,51.41,106930.0
16,4.0,Arizona,15-1221,Computer and Information Research Scientists,detailed,200.0,0.069,56.09,116670.0,250.0,0.086,71.2,148090.0,320.0,0.105,60.24,125300.0,360.0,0.114,70.92,147500.0,420.0,0.13,76.01,158100.0
17,4.0,Arizona,15-1242,Database Administrators,detailed,,,,,1760.0,0.61,45.19,93990.0,1960.0,0.647,47.78,99370.0,1510.0,0.483,50.23,104470.0,1330.0,0.415,46.8,97340.0
18,4.0,Arizona,15-1243,Database Architects,detailed,,,,,1030.0,0.356,52.24,108660.0,1100.0,0.362,58.92,122560.0,1040.0,0.334,58.21,121080.0,850.0,0.267,64.94,135080.0
19,4.0,Arizona,15-2031,Operations Research Analysts,detailed,1680.0,0.594,39.8,82770.0,1450.0,0.503,37.66,78330.0,2130.0,0.703,33.01,68660.0,2600.0,0.83,38.32,79700.0,2170.0,0.678,41.59,86510.0
20,4.0,Arizona,15-2041,Statisticians,detailed,530.0,0.186,46.06,95800.0,360.0,0.125,46.85,97450.0,880.0,0.29,40.89,85060.0,450.0,0.143,45.23,94080.0,360.0,0.112,49.08,102090.0
21,4.0,Arizona,15-2051,Data Scientists,detailed,,,,,2420.0,0.838,46.63,96990.0,2860.0,0.944,50.11,104220.0,3800.0,1.216,54.07,112470.0,4080.0,1.275,54.07,112460.0
22,4.0,Arizona,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,,,,,,,,,,,,,30.0,0.01,42.59,88580.0
23,5.0,Arkansas,15-1211,Computer Systems Analysts,detailed,2730.0,2.319,35.19,73190.0,2600.0,2.184,34.62,72010.0,2430.0,1.977,39.68,82530.0,2620.0,2.064,40.54,84330.0,3600.0,2.791,33.8,70300.0
24,5.0,Arkansas,15-1221,Computer and Information Research Scientists,detailed,60.0,0.049,60.15,125120.0,,,,,,,,,,,,,,,,
25,5.0,Arkansas,15-1242,Database Administrators,detailed,,,,,390.0,0.324,36.91,76760.0,400.0,0.321,37.29,77560.0,490.0,0.384,43.83,91160.0,600.0,0.462,39.8,82780.0
26,5.0,Arkansas,15-1243,Database Architects,detailed,,,,,250.0,0.211,45.84,95350.0,300.0,0.242,46.74,97210.0,290.0,0.225,46.24,96180.0,330.0,0.258,52.59,109380.0
27,5.0,Arkansas,15-2031,Operations Research Analysts,detailed,270.0,0.225,30.33,63080.0,270.0,0.223,31.94,66420.0,220.0,0.179,35.18,73160.0,140.0,0.108,36.07,75020.0,140.0,0.109,36.38,75670.0
28,5.0,Arkansas,15-2041,Statisticians,detailed,470.0,0.4,,,490.0,0.414,45.21,94030.0,,,,,,,,,,,,
29,5.0,Arkansas,15-2051,Data Scientists,detailed,,,,,250.0,0.214,,,,,,,330.0,0.263,56.37,117250.0,470.0,0.366,50.27,104560.0
30,6.0,California,15-1211,Computer Systems Analysts,detailed,62640.0,3.813,55.66,115760.0,57910.0,3.503,57.44,119460.0,55160.0,3.128,62.18,129330.0,49930.0,2.782,62.22,129420.0,55460.0,3.071,63.91,132940.0
31,6.0,California,15-1221,Computer and Information Research Scientists,detailed,7170.0,0.436,72.52,150830.0,8140.0,0.493,,,7510.0,0.426,111.64,232210.0,7560.0,0.421,90.11,187420.0,8570.0,0.475,78.79,163890.0
32,6.0,California,15-1242,Database Administrators,detailed,,,,,8200.0,0.496,51.08,106250.0,7830.0,0.444,54.92,114240.0,8070.0,0.45,55.95,116380.0,8360.0,0.463,57.24,119060.0
33,6.0,California,15-1243,Database Architects,detailed,,,,,7730.0,0.468,62.65,130310.0,4810.0,0.273,73.54,152960.0,6120.0,0.341,78.2,162660.0,5850.0,0.324,78.28,162820.0
34,6.0,California,15-2031,Operations Research Analysts,detailed,8940.0,0.544,52.09,108350.0,7250.0,0.438,47.7,99220.0,8620.0,0.489,48.9,101720.0,20100.0,1.12,44.3,92150.0,11030.0,0.611,52.03,108220.0
35,6.0,California,15-2041,Statisticians,detailed,4910.0,0.299,53.87,112050.0,3120.0,0.189,54.98,114360.0,3030.0,0.172,65.49,136210.0,2800.0,0.156,62.16,129290.0,2810.0,0.155,62.76,130530.0
36,6.0,California,15-2051,Data Scientists,detailed,,,,,17750.0,1.074,64.0,133110.0,29420.0,1.668,70.86,147390.0,33220.0,1.851,67.54,140490.0,36850.0,2.041,74.74,155450.0
37,6.0,California,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,230.0,0.014,37.88,78800.0,340.0,0.019,49.66,103300.0,440.0,0.025,66.75,138840.0,220.0,0.012,75.76,157580.0
38,8.0,Colorado,15-1211,Computer Systems Analysts,detailed,11160.0,4.329,50.5,105030.0,10730.0,4.091,52.93,110080.0,9410.0,3.403,57.22,119020.0,9290.0,3.28,56.89,118340.0,7130.0,2.467,61.09,127060.0
39,8.0,Colorado,15-1221,Computer and Information Research Scientists,detailed,380.0,0.147,56.84,118220.0,280.0,0.107,53.24,110740.0,260.0,0.094,56.63,117790.0,350.0,0.125,63.49,132070.0,,,64.03,133180.0
40,8.0,Colorado,15-1242,Database Administrators,detailed,,,,,1820.0,0.693,47.49,98780.0,2200.0,0.797,53.47,111210.0,1950.0,0.689,56.0,116470.0,1400.0,0.484,55.75,115970.0
41,8.0,Colorado,15-1243,Database Architects,detailed,,,,,1750.0,0.669,64.35,133860.0,4580.0,1.657,62.47,129930.0,2180.0,0.769,68.22,141890.0,2140.0,0.74,73.53,152940.0
42,8.0,Colorado,15-2031,Operations Research Analysts,detailed,790.0,0.307,45.03,93660.0,910.0,0.349,48.09,100040.0,1120.0,0.404,46.77,97280.0,960.0,0.338,48.62,101130.0,910.0,0.315,52.58,109360.0
43,8.0,Colorado,15-2041,Statisticians,detailed,1100.0,0.428,41.57,86470.0,1220.0,0.465,44.4,92350.0,1290.0,0.468,44.35,92240.0,1140.0,0.402,48.6,101090.0,920.0,0.318,50.53,105110.0
44,8.0,Colorado,15-2051,Data Scientists,detailed,,,,,3070.0,1.171,50.86,105790.0,3540.0,1.278,56.04,116560.0,5910.0,2.088,57.85,120320.0,6750.0,2.334,56.85,118250.0
45,9.0,Connecticut,15-1211,Computer Systems Analysts,detailed,7150.0,4.643,48.2,100260.0,6320.0,4.017,49.96,103910.0,6430.0,3.943,51.11,106300.0,6610.0,3.978,51.77,107670.0,6050.0,3.599,52.41,109000.0
46,9.0,Connecticut,15-1221,Computer and Information Research Scientists,detailed,60.0,0.036,52.64,109490.0,80.0,0.053,57.31,119200.0,60.0,0.036,60.53,125910.0,50.0,0.03,60.61,126070.0,,,62.12,129200.0
47,9.0,Connecticut,15-1242,Database Administrators,detailed,,,,,1030.0,0.656,50.68,105420.0,890.0,0.543,55.24,114910.0,870.0,0.522,52.86,109950.0,770.0,0.457,49.71,103400.0
48,9.0,Connecticut,15-1243,Database Architects,detailed,,,,,640.0,0.405,62.36,129710.0,640.0,0.392,61.09,127060.0,650.0,0.392,67.6,140610.0,700.0,0.414,71.11,147910.0
49,9.0,Connecticut,15-2031,Operations Research Analysts,detailed,990.0,0.645,42.19,87760.0,910.0,0.578,43.18,89820.0,910.0,0.556,47.15,98070.0,1020.0,0.613,45.91,95490.0,1020.0,0.605,46.5,96720.0
50,9.0,Connecticut,15-2041,Statisticians,detailed,430.0,0.28,47.2,98180.0,440.0,0.28,59.37,123490.0,500.0,0.307,61.84,128630.0,310.0,0.186,58.86,122420.0,320.0,0.189,48.48,100840.0
51,9.0,Connecticut,15-2051,Data Scientists,detailed,,,,,760.0,0.485,49.09,102100.0,950.0,0.58,52.99,110220.0,1190.0,0.714,57.93,120480.0,1630.0,0.972,57.82,120270.0
52,9.0,Connecticut,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,30.0,0.02,28.16,58570.0,40.0,0.022,,,,,,,,,,
53,10.0,Delaware,15-1211,Computer Systems Analysts,detailed,2300.0,5.406,46.71,97150.0,2120.0,4.878,47.79,99410.0,2140.0,4.69,55.92,116320.0,2660.0,5.658,63.28,131620.0,2940.0,6.174,53.19,110640.0
54,10.0,Delaware,15-1242,Database Administrators,detailed,,,,,730.0,1.685,45.49,94630.0,590.0,1.297,50.3,104620.0,740.0,1.571,50.65,105350.0,730.0,1.534,50.89,105850.0
55,10.0,Delaware,15-1243,Database Architects,detailed,,,,,110.0,0.247,62.69,130390.0,90.0,0.196,68.5,142470.0,70.0,0.159,73.83,153570.0,,,72.14,150060.0
56,10.0,Delaware,15-2031,Operations Research Analysts,detailed,690.0,1.612,43.91,91330.0,710.0,1.619,45.53,94700.0,820.0,1.794,46.92,97600.0,670.0,1.436,51.81,107770.0,600.0,1.254,49.7,103380.0
57,10.0,Delaware,15-2041,Statisticians,detailed,120.0,0.28,47.15,98080.0,60.0,0.13,50.91,105900.0,80.0,0.185,53.68,111650.0,120.0,0.254,58.44,121550.0,90.0,0.189,59.73,124240.0
58,10.0,Delaware,15-2051,Data Scientists,detailed,,,,,370.0,0.853,61.45,127810.0,480.0,1.047,64.1,133320.0,530.0,1.136,62.75,130520.0,540.0,1.129,,
59,11.0,District of Columbia,15-1211,Computer Systems Analysts,detailed,3010.0,4.374,52.15,108470.0,2230.0,3.361,56.76,118050.0,2690.0,3.895,56.97,118500.0,2310.0,3.293,57.71,120030.0,1590.0,2.239,59.48,123720.0
60,11.0,District of Columbia,15-1221,Computer and Information Research Scientists,detailed,400.0,0.587,61.46,127830.0,390.0,0.584,59.26,123260.0,380.0,0.544,61.85,128640.0,300.0,0.431,70.01,145620.0,330.0,0.464,72.02,149800.0
61,11.0,District of Columbia,15-1242,Database Administrators,detailed,,,,,570.0,0.867,50.0,104010.0,610.0,0.879,53.62,111530.0,520.0,0.741,55.99,116470.0,550.0,0.774,57.92,120470.0
62,11.0,District of Columbia,15-1243,Database Architects,detailed,,,,,770.0,1.158,61.63,128190.0,610.0,0.878,68.18,141820.0,560.0,0.803,78.35,162980.0,800.0,1.123,76.22,158550.0
63,11.0,District of Columbia,15-2031,Operations Research Analysts,detailed,1330.0,1.936,56.1,116700.0,2190.0,3.303,43.58,90650.0,1910.0,2.766,49.16,102250.0,2230.0,3.177,55.92,116320.0,2190.0,3.092,59.56,123890.0
64,11.0,District of Columbia,15-2041,Statisticians,detailed,1320.0,1.922,53.83,111970.0,1350.0,2.043,52.01,108180.0,1020.0,1.481,54.86,114100.0,670.0,0.952,61.19,127280.0,610.0,0.859,63.74,132570.0
65,11.0,District of Columbia,15-2051,Data Scientists,detailed,,,,,1380.0,2.087,56.48,117470.0,3200.0,4.638,52.98,110190.0,3100.0,4.419,61.93,128810.0,3580.0,5.047,71.24,148170.0
66,11.0,District of Columbia,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,,,40.87,85000.0,,,,,220.0,0.307,44.94,93480.0,,,45.64,94940.0
67,12.0,Florida,15-1211,Computer Systems Analysts,detailed,29450.0,3.489,42.29,87960.0,24260.0,2.819,44.58,92720.0,31210.0,3.389,48.53,100940.0,32760.0,3.424,50.99,106050.0,35660.0,3.631,51.27,106640.0
68,12.0,Florida,15-1221,Computer and Information Research Scientists,detailed,1160.0,0.137,57.68,119970.0,1630.0,0.19,63.54,132170.0,3100.0,0.337,63.42,131920.0,1160.0,0.121,63.31,131680.0,1090.0,0.111,58.95,122610.0
69,12.0,Florida,15-1242,Database Administrators,detailed,,,,,4610.0,0.536,45.19,93990.0,5270.0,0.572,48.2,100260.0,4690.0,0.49,50.28,104590.0,4080.0,0.416,49.47,102900.0
70,12.0,Florida,15-1243,Database Architects,detailed,,,,,2040.0,0.237,55.43,115300.0,1770.0,0.192,63.64,132370.0,1860.0,0.195,59.04,122790.0,2040.0,0.208,66.48,138280.0
71,12.0,Florida,15-2031,Operations Research Analysts,detailed,5570.0,0.66,33.96,70640.0,5930.0,0.689,34.02,70760.0,7900.0,0.857,38.73,80550.0,7750.0,0.81,41.47,86260.0,8230.0,0.838,40.59,84420.0
72,12.0,Florida,15-2041,Statisticians,detailed,1270.0,0.15,34.75,72280.0,1120.0,0.13,39.95,83090.0,580.0,0.062,40.3,83820.0,510.0,0.054,41.98,87310.0,620.0,0.063,56.18,116860.0
73,12.0,Florida,15-2051,Data Scientists,detailed,,,,,4590.0,0.533,43.68,90850.0,8190.0,0.889,48.45,100780.0,8400.0,0.878,51.2,106490.0,9480.0,0.965,56.57,117670.0
74,12.0,Florida,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,30.0,0.004,24.22,50380.0,,,,,,,,,,,,
75,13.0,Georgia,15-1211,Computer Systems Analysts,detailed,18210.0,4.227,44.98,93570.0,14880.0,3.399,48.58,101040.0,15200.0,3.295,49.77,103530.0,12240.0,2.573,50.88,105820.0,12200.0,2.512,51.26,106610.0
76,13.0,Georgia,15-1221,Computer and Information Research Scientists,detailed,720.0,0.166,47.52,98830.0,510.0,0.115,42.54,88480.0,620.0,0.134,40.85,84970.0,620.0,0.13,44.49,92530.0,700.0,0.145,47.42,98640.0
77,13.0,Georgia,15-1242,Database Administrators,detailed,,,,,3850.0,0.879,42.75,88920.0,2950.0,0.639,47.7,99220.0,2860.0,0.601,51.38,106880.0,3020.0,0.623,50.76,105590.0
78,13.0,Georgia,15-1243,Database Architects,detailed,,,,,1920.0,0.44,60.73,126310.0,2970.0,0.643,66.56,138450.0,2790.0,0.587,70.79,147250.0,2930.0,0.603,68.07,141590.0
79,13.0,Georgia,15-2031,Operations Research Analysts,detailed,3630.0,0.843,34.29,71320.0,4420.0,1.009,37.15,77270.0,4760.0,1.032,39.32,81780.0,4600.0,0.966,39.81,82810.0,4450.0,0.915,39.21,81560.0
80,13.0,Georgia,15-2041,Statisticians,detailed,550.0,0.127,51.71,107560.0,410.0,0.094,50.21,104440.0,420.0,0.092,51.89,107920.0,490.0,0.102,54.97,114330.0,550.0,0.114,54.96,114320.0
81,13.0,Georgia,15-2051,Data Scientists,detailed,,,,,4340.0,0.991,50.36,104760.0,5650.0,1.225,51.16,106400.0,6510.0,1.368,51.93,108010.0,7730.0,1.591,53.38,111020.0
82,13.0,Georgia,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,750.0,0.172,31.69,65920.0,310.0,0.067,38.27,79610.0,180.0,0.039,36.06,75000.0,150.0,0.03,26.35,54810.0
83,15.0,Hawaii,15-1211,Computer Systems Analysts,detailed,1810.0,3.152,38.63,80360.0,1890.0,3.45,42.62,88660.0,1800.0,3.024,44.94,93470.0,1440.0,2.34,44.82,93230.0,1860.0,3.0,44.33,92210.0
84,15.0,Hawaii,15-1221,Computer and Information Research Scientists,detailed,90.0,0.161,54.83,114040.0,80.0,0.144,52.99,110210.0,120.0,0.199,58.1,120840.0,110.0,0.181,66.21,137720.0,90.0,0.145,67.37,140140.0
85,15.0,Hawaii,15-1242,Database Administrators,detailed,,,,,130.0,0.243,44.55,92650.0,130.0,0.221,46.17,96040.0,110.0,0.186,43.41,90300.0,110.0,0.17,46.82,97380.0
86,15.0,Hawaii,15-1243,Database Architects,detailed,,,,,40.0,0.073,43.87,91250.0,50.0,0.081,52.36,108910.0,50.0,0.079,66.2,137690.0,70.0,0.106,72.21,150190.0
87,15.0,Hawaii,15-2031,Operations Research Analysts,detailed,170.0,0.3,42.87,89180.0,390.0,0.707,50.26,104540.0,360.0,0.605,51.88,107920.0,230.0,0.373,48.81,101520.0,110.0,0.185,48.12,100090.0
88,15.0,Hawaii,15-2041,Statisticians,detailed,180.0,0.309,36.13,75140.0,150.0,0.265,34.92,72630.0,110.0,0.179,35.74,74350.0,100.0,0.17,34.95,72700.0,90.0,0.143,40.5,84230.0
89,15.0,Hawaii,15-2051,Data Scientists,detailed,,,,,70.0,0.12,40.48,84200.0,90.0,0.155,49.75,103470.0,150.0,0.239,60.61,126080.0,240.0,0.383,59.87,124530.0
90,16.0,Idaho,15-1211,Computer Systems Analysts,detailed,1630.0,2.272,47.34,98470.0,1860.0,2.458,43.85,91200.0,2500.0,3.14,46.74,97210.0,1910.0,2.325,43.92,91360.0,2230.0,2.643,36.55,76030.0
91,16.0,Idaho,15-1221,Computer and Information Research Scientists,detailed,80.0,0.116,57.83,120280.0,50.0,0.07,56.72,117990.0,60.0,0.07,61.58,128090.0,,,84.31,175360.0,,,78.08,162410.0
92,16.0,Idaho,15-1242,Database Administrators,detailed,,,,,280.0,0.368,36.18,75250.0,320.0,0.396,36.63,76200.0,210.0,0.251,40.15,83500.0,160.0,0.185,42.52,88440.0
93,16.0,Idaho,15-1243,Database Architects,detailed,,,,,80.0,0.105,66.33,137960.0,190.0,0.24,60.8,126450.0,290.0,0.347,64.0,133130.0,350.0,0.416,62.61,130240.0
94,16.0,Idaho,15-2031,Operations Research Analysts,detailed,620.0,0.866,32.91,68450.0,420.0,0.555,33.7,70100.0,300.0,0.371,35.01,72820.0,430.0,0.527,40.69,84620.0,500.0,0.591,41.36,86030.0
95,16.0,Idaho,15-2041,Statisticians,detailed,80.0,0.117,56.34,117190.0,50.0,0.071,45.87,95410.0,50.0,0.066,48.45,100770.0,40.0,0.047,45.92,95510.0,,,,
96,16.0,Idaho,15-2051,Data Scientists,detailed,,,,,150.0,0.195,47.71,99240.0,250.0,0.311,45.92,95520.0,710.0,0.867,60.67,126190.0,980.0,1.157,57.89,120410.0
97,17.0,Illinois,15-1211,Computer Systems Analysts,detailed,30470.0,5.414,45.17,93940.0,25470.0,4.533,45.76,95170.0,20880.0,3.549,48.25,100350.0,20570.0,3.422,49.02,101970.0,22350.0,3.685,46.42,96560.0
98,17.0,Illinois,15-1221,Computer and Information Research Scientists,detailed,370.0,0.065,55.39,115210.0,170.0,0.031,55.79,116040.0,330.0,0.055,54.47,113290.0,190.0,0.032,55.49,115410.0,350.0,0.058,62.2,129370.0
99,17.0,Illinois,15-1242,Database Administrators,detailed,,,,,5380.0,0.957,46.97,97700.0,5000.0,0.849,52.53,109270.0,3370.0,0.561,52.24,108650.0,2290.0,0.378,51.8,107750.0
100,17.0,Illinois,15-1243,Database Architects,detailed,,,,,1390.0,0.247,53.14,110530.0,1520.0,0.258,63.52,132120.0,1500.0,0.249,59.73,124240.0,1460.0,0.241,65.56,136370.0
101,17.0,Illinois,15-2031,Operations Research Analysts,detailed,4270.0,0.758,47.7,99210.0,3970.0,0.707,46.98,97720.0,4360.0,0.741,47.83,99480.0,5320.0,0.886,51.11,106300.0,5020.0,0.828,53.0,110230.0
102,17.0,Illinois,15-2041,Statisticians,detailed,1620.0,0.289,46.69,97110.0,870.0,0.154,50.0,104010.0,380.0,0.065,50.75,105560.0,460.0,0.076,56.33,117170.0,490.0,0.082,58.36,121380.0
103,17.0,Illinois,15-2051,Data Scientists,detailed,,,,,4670.0,0.83,50.0,104010.0,6350.0,1.079,52.82,109870.0,6320.0,1.052,55.69,115840.0,7390.0,1.218,57.22,119010.0
104,17.0,Illinois,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,560.0,0.1,36.8,76540.0,960.0,0.163,38.24,79540.0,1520.0,0.253,39.3,81750.0,1980.0,0.326,42.39,88180.0
105,18.0,Indiana,15-1211,Computer Systems Analysts,detailed,9520.0,3.261,39.67,82520.0,8910.0,2.987,43.03,89510.0,9340.0,3.022,43.97,91470.0,10900.0,3.454,46.45,96610.0,9540.0,2.994,48.55,100990.0
106,18.0,Indiana,15-1221,Computer and Information Research Scientists,detailed,150.0,0.052,45.59,94830.0,160.0,0.055,49.72,103420.0,160.0,0.051,50.34,104700.0,680.0,0.216,42.68,88770.0,700.0,0.221,43.57,90620.0
107,18.0,Indiana,15-1242,Database Administrators,detailed,,,,,1140.0,0.382,39.42,82000.0,1130.0,0.367,39.24,81630.0,1280.0,0.407,36.6,76130.0,1180.0,0.372,41.1,85480.0
108,18.0,Indiana,15-1243,Database Architects,detailed,,,,,630.0,0.21,46.41,96540.0,540.0,0.176,44.13,91780.0,700.0,0.221,44.8,93180.0,670.0,0.209,63.53,132150.0
109,18.0,Indiana,15-2031,Operations Research Analysts,detailed,1260.0,0.433,35.1,73000.0,1290.0,0.431,36.87,76680.0,1500.0,0.484,39.93,83050.0,1660.0,0.527,42.37,88120.0,1660.0,0.522,44.25,92040.0
110,18.0,Indiana,15-2041,Statisticians,detailed,470.0,0.161,42.95,89340.0,230.0,0.076,,,270.0,0.087,45.76,95190.0,230.0,0.073,50.69,105440.0,240.0,0.075,52.91,110060.0
111,18.0,Indiana,15-2051,Data Scientists,detailed,,,,,2150.0,0.72,36.19,75280.0,2200.0,0.712,37.93,78890.0,2440.0,0.772,44.48,92520.0,3120.0,0.979,44.53,92620.0
112,18.0,Indiana,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,,,,,,,,,,,,,30.0,0.011,31.34,65180.0
113,19.0,Iowa,15-1211,Computer Systems Analysts,detailed,6400.0,4.357,41.84,87020.0,5100.0,3.436,42.81,89040.0,5050.0,3.319,43.93,91380.0,4770.0,3.088,45.86,95380.0,4490.0,2.874,44.87,93330.0
114,19.0,Iowa,15-1221,Computer and Information Research Scientists,detailed,70.0,0.049,,,,,61.44,127800.0,,,,,40.0,0.028,49.38,102710.0,,,,
115,19.0,Iowa,15-1242,Database Administrators,detailed,,,,,550.0,0.37,43.39,90260.0,440.0,0.288,44.29,92130.0,410.0,0.268,45.14,93890.0,380.0,0.243,48.8,101500.0
116,19.0,Iowa,15-1243,Database Architects,detailed,,,,,210.0,0.139,55.51,115450.0,280.0,0.185,59.98,124760.0,400.0,0.261,62.82,130660.0,280.0,0.182,60.05,124910.0
117,19.0,Iowa,15-2031,Operations Research Analysts,detailed,470.0,0.319,42.14,87650.0,430.0,0.289,35.38,73580.0,290.0,0.191,33.73,70150.0,190.0,0.121,39.73,82640.0,350.0,0.225,43.02,89480.0
118,19.0,Iowa,15-2041,Statisticians,detailed,650.0,0.443,30.57,63580.0,400.0,0.269,30.54,63510.0,260.0,0.172,41.17,85640.0,280.0,0.179,42.12,87610.0,280.0,0.176,43.4,90270.0
119,19.0,Iowa,15-2051,Data Scientists,detailed,,,,,1510.0,1.018,43.98,91470.0,1970.0,1.299,45.28,94190.0,2270.0,1.472,47.38,98550.0,2330.0,1.49,46.78,97300.0
120,19.0,Iowa,15-2099,"Mathematical Science Occupations, All Other",detailed,,,,,,,,,,,,,,,,,50.0,0.029,25.27,52550.0
121,20.0,Kansas,15-1211,Computer Systems Analysts,detailed,4680.0,3.513,36.8,76540.0,4960.0,3.707,39.25,81650.0,5580.0,4.042,40.83,84920.0,5970.0,4.228,48.27,100410.0,4090.0,2.857,49.14,102220.0
122,20.0,Kansas,15-1221,Computer and Information Research Scientists,detailed,130.0,0.096,,,50.0,0.035,43.54,90560.0,50.0,0.033,55.76,115980.0,60.0,0.042,57.44,119470.0,,,,
123,20.0,Kansas,15-1242,Database Administrators,detailed,,,,,580.0,0.433,42.81,89040.0,600.0,0.434,47.63,99070.0,1070.0,0.761,56.57,117660.0,560.0,0.392,56.85,118250.0
124,20.0,Kansas,15-1243,Database Architects,detailed,,,,,190.0,0.139,51.2,106500.0,,,,,440.0,0.31,77.8,161820.0,390.0,0.271,60.09,124980.0
125,20.0,Kansas,15-2031,Operations Research Analysts,detailed,640.0,0.484,42.15,87680.0,530.0,0.398,40.11,83430.0,480.0,0.351,43.3,90060.0,620.0,0.437,45.68,95020.0,550.0,0.388,48.01,99860.0
126,20.0,Kansas,15-2041,Statisticians,detailed,150.0,0.11,48.18,100210.0,90.0,0.069,50.89,105850.0,90.0,0.068,47.86,99560.0,90.0,0.06,49.77,103530.0,50.0,0.036,49.01,101930.0
127,20.0,Kansas,15-2051,Data Scientists,detailed,,,,,190.0,0.139,44.75,93070.0,430.0,0.309,45.63,94920.0,,,51.44,107000.0,340.0,0.237,51.59,107300.0
